"日期","收盘","开盘","高","低","涨跌幅"
"2000年12月3日","13.4121","13.4060","13.4121","13.4060","-0.25%"
"2000年11月26日","13.4460","13.4400","13.4460","13.4400","-0.03%"
"2000年11月19日","13.4503","13.4454","13.4503","13.4454","2.28%"
"2000年11月12日","13.1510","13.1450","13.1510","13.1450","0.83%"
"2000年11月5日","13.0431","13.0370","13.0431","13.0370","0.84%"
"2000年10月29日","12.9350","12.9289","12.9350","12.9289","-1.45%"
"2000年10月22日","13.1251","13.1203","13.1251","13.1203","-0.19%"
"2000年10月15日","13.1496","13.1472","13.1496","13.1472","0.95%"
"2000年10月8日","13.0254","13.0194","13.0254","13.0194","-0.92%"
"2000年10月1日","13.1465","13.1417","13.1465","13.1417","0.69%"
"2000年9月24日","13.0558","13.0498","13.0558","13.0498","0.13%"
"2000年9月17日","13.0395","13.0334","13.0395","13.0334","0.75%"
"2000年9月10日","12.9418","12.9357","12.9418","12.9357","0.96%"
"2000年9月3日","12.8186","12.8161","12.8186","12.8161","0.11%"
"2000年8月27日","12.8040","12.7991","12.8040","12.7991","-0.78%"
"2000年8月20日","12.9047","12.8999","12.9047","12.8999","-1.44%"
"2000年8月13日","13.0935","13.0886","13.0935","13.0886","-0.11%"
"2000年8月6日","13.1082","13.1033","13.1082","13.1033","-0.08%"
"2000年7月30日","13.1187","13.1126","13.1187","13.1126","-0.83%"
"2000年7月23日","13.2280","13.2220","13.2280","13.2220","0.55%"
"2000年7月16日","13.1554","13.1506","13.1554","13.1506","0.99%"
"2000年7月9日","13.0260","13.0200","13.0260","13.0200","-0.03%"
"2000年7月2日","13.0301","13.0253","13.0301","13.0253","1.76%"
"2000年6月25日","12.8047","12.8023","12.8047","12.8023","1.15%"
"2000年6月18日","12.6593","12.6545","12.6593","12.6545","-1.53%"
"2000年6月11日","12.8564","12.8516","12.8564","12.8516","-0.45%"
"2000年6月4日","12.9150","12.9090","12.9150","12.9090","-1.07%"
"2000年5月28日","13.0541","13.0480","13.0541","13.0480","0.84%"
"2000年5月21日","12.9454","12.9405","12.9454","12.9405","0.12%"
"2000年5月14日","12.9302","12.9253","12.9302","12.9253","-1.24%"
"2000年5月7日","13.0928","13.0880","13.0928","13.0880","-0.14%"
"2000年4月30日","13.1113","13.1064","13.1113","13.1064","0.33%"
"2000年4月23日","13.0678","13.0630","13.0678","13.0630","2.28%"
"2000年4月16日","12.7765","12.7716","12.7765","12.7716","0.94%"
"2000年4月9日","12.6579","12.6519","12.6579","12.6519","-0.57%"
"2000年4月2日","12.7302","12.7254","12.7302","12.7254","2.52%"
"2000年3月26日","12.4174","12.4114","12.4174","12.4114","-3.81%"
"2000年3月19日","12.9099","12.9051","12.9099","12.9051","0.15%"
"2000年3月12日","12.8906","12.8888","12.8906","12.8888","0.42%"
"2000年3月5日","12.8369","12.8320","12.8369","12.8320","-1.38%"
"2000年2月27日","13.0162","13.0114","13.0162","13.0114","-2.34%"
"2000年2月20日","13.3284","13.3235","13.3284","13.3235","-0.58%"
"2000年2月13日","13.4055","13.4007","13.4055","13.4007","2.01%"
"2000年2月6日","13.1420","13.1360","13.1420","13.1360","1.49%"
"2000年1月30日","12.9488","12.9439","12.9488","12.9439","0.07%"
"2000年1月23日","12.9401","12.9353","12.9401","12.9353","2.30%"
"2000年1月16日","12.6494","12.6433","12.6494","12.6433","-1.01%"
"2000年1月9日","12.7789","12.7758","12.7789","12.7758","0.41%"
"2000年1月2日","12.7262","12.7244","12.7262","12.7244","3.04%"
